Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n3359,3,1,0.5085,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3360,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3361,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3362,3,1,0.3327,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3363,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3364,3,1,0.5078,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3365,3,1,0.7253,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3366,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3367,5,1,0.6739,   well said,"[\'well\', \'said\'] ",
n3368,3,1,0.6722,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3369,3,1,0.6801,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3370,3,1,1," aapl apple trial continues, without a plaintiff for now   ","[\'aapl\', \'apple\', \'trial\', \'continues\', \'without\', \'a\', \'plaintiff\', \'for\', \'now\'] ",
n3371,3,1,0.5025,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3372,3,1,0.6894,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3373,3,1,0.7256,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3374,1,0,0.7651,i just got this charger like 2 weeks ago what the frick ,"[\'i\', \'just\', \'got\', \'this\', \'charger\', \'like\', \'2\', \'weeks\', \'ago\', \'what\', \'the\', \'frick\'] ",
n3375,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3376,3,1,1,  theyre staging a die in ar an apple store while being on their iphone ,"[\'theyre\', \'staging\', \'a\', \'die\', \'in\', \'ar\', \'an\', \'apple\', \'store\', \'while\', \'being\', \'on\', \'their\', \'iphone\'] ",
n3377,3,1,1,anyone else notice the arm hair color of the fallon timberlake hand models is backwards in the  iphone gaming spot?,"[\'anyone\', \'else\', \'notice\', \'the\', \'arm\', \'hair\', \'color\', \'of\', \'the\', \'fallon\', \'timberlake\', \'hand\', \'models\', \'is\', \'backwards\', \'in\', \'the\', \'iphone\', \'gaming\', \'spot\'] ",
n3378,3,1,0.7333,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3379,3,1,0.6538,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3380,1,0,1,rt    at this point its not anger  its simply a manifestation of stupid ,"[\'rt\', \'at\', \'this\', \'point\', \'its\', \'not\', \'anger\', \'its\', \'simply\', \'a\', \'manifestation\', \'of\', \'stupid\'] ",
n3381,3,1,0.5165,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3382,3,1,0.5037,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3383,3,1,0.6606,   i dont believe it matters if you think this anger is misplaced   diein,"[\'i\', \'dont\', \'believe\', \'it\', \'matters\', \'if\', \'you\', \'think\', \'this\', \'anger\', \'is\', \'misplaced\', \'diein\'] ",
n3384,3,1,0.501,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3385,3,1,0.7079,  its like a temper tantrum  like little kids who arent getting their way  30 year old children having tantrums ,"[\'its\', \'like\', \'a\', \'temper\', \'tantrum\', \'like\', \'little\', \'kids\', \'who\', \'arent\', \'getting\', \'their\', \'way\', \'30\', \'year\', \'old\', \'children\', \'having\', \'tantrums\'] ",
n3386,3,1,0.6,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3387,3,1,0.6768,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3388,3,1,0.6841,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3389,3,1,0.6722,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3390,3,1,1,"  a protest should not show any form of violence, because violence is very destructive  ","[\'a\', \'protest\', \'should\', \'not\', \'show\', \'any\', \'form\', \'of\', \'violence\', \'because\', \'violence\', \'is\', \'very\', \'destructive\'] ",
n3391,3,1,0.4927,  blacks (13  of pop ) murder 1000 more people per yr  than whites (63  of pop )!  \nthis is what police deal with!,"[\'blacks\', \'13\', \'of\', \'pop\', \'murder\', \'1000\', \'more\', \'people\', \'per\', \'yr\', \'than\', \'whites\', \'63\', \'of\', \'pop\', \'this\', \'is\', \'what\', \'police\', \'deal\', \'with\'] ",
n3392,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3393,3,1,0.7333,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3394,1,0,0.6784,   these actions are not helping their cause   democratswarontruth,"[\'these\', \'actions\', \'are\', \'not\', \'helping\', \'their\', \'cause\', \'democratswarontruth\'] ",
n3395,3,1,0.6861,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3396,3,1,0.6744,  seems to have killed genius bar reservations online or via macs in apple stores even ,"[\'seems\', \'to\', \'have\', \'killed\', \'genius\', \'bar\', \'reservations\', \'online\', \'or\', \'via\', \'macs\', \'in\', \'apple\', \'stores\', \'even\'] ",
n3397,3,1,0.6559,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3398,3,1,0.6833,judge rules banks can sue  over credit card breach    pay value proposition intensifies ,"[\'judge\', \'rules\', \'banks\', \'can\', \'sue\', \'over\', \'credit\', \'card\', \'breach\', \'pay\', \'value\', \'proposition\', \'intensifies\'] ",
n3399,3,1,1,"    still misplaced, but they are the companies with the most power to do something ","[\'still\', \'misplaced\', \'but\', \'they\', \'are\', \'the\', \'companies\', \'with\', \'the\', \'most\', \'power\', \'to\', \'do\', \'something\'] ",
n3400,3,1,0.6762,   its all a game its the continuation of the occupy clown thing  trying to relieve the 60s  drugs sex etc,"[\'its\', \'all\', \'a\', \'game\', \'its\', \'the\', \'continuation\', \'of\', \'the\', \'occupy\', \'clown\', \'thing\', \'trying\', \'to\', \'relieve\', \'the\', \'60s\', \'drugs\', \'sex\', \'etc\'] ",
n3401,3,1,0.6642,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3402,3,1,1, 3x bonus airmiles  right now!  airmilesshops,"[\'3x\', \'bonus\', \'airmiles\', \'right\', \'now\', \'airmilesshops\'] ",
n3403,5,1,0.6651,rt   3x bonus airmiles  right now!  airmilesshops,"[\'rt\', \'3x\', \'bonus\', \'airmiles\', \'right\', \'now\', \'airmilesshops\'] ",
n3404,3,1,1,rt   3x bonus airmiles  right now!  airmilesshops,"[\'rt\', \'3x\', \'bonus\', \'airmiles\', \'right\', \'now\', \'airmilesshops\'] ",
n3405,3,1,0.6581,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3406,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3407,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3408,3,1,0.7253,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3409,3,1,0.6806,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3410,3,1,0.6581,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3411,1,0,0.8055,my t mobile   iphone nightmare   iphone6    ,"[\'my\', \'t\', \'mobile\', \'iphone\', \'nightmare\', \'iphone6\'] ",
n3412,3,1,0.7341,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3413,3,1,1,   this is  morphing into actions against police as praetorian guards working for the unaware rich ,"[\'this\', \'is\', \'morphing\', \'into\', \'actions\', \'against\', \'police\', \'as\', \'praetorian\', \'guards\', \'working\', \'for\', \'the\', \'unaware\', \'rich\'] ",
n3414,3,1,0.6972,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3415,5,1,0.5036,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3416,3,1,0.7253,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
